Date,Time,Core Clocks (avg) [MHz],Core 0 Clock [MHz],Core 1 Clock [MHz],Core 2 Clock [MHz],Core 3 Clock [MHz],Average Effective Clock [MHz],Core Temperatures (avg) [°C],Core 0 [°C],Core 1 [°C],Core 2 [°C],Core 3 [°C],Core Distance to TjMAX (avg) [°C],Core 0 Distance to TjMAX [°C],Core 1 Distance to TjMAX [°C],Core 2 Distance to TjMAX [°C],Core 3 Distance to TjMAX [°C],CPU Package [°C],Core Max [°C],CPU Package [°C],CPU IA Cores [°C],CPU GT Cores (Graphics) [°C],CPU Package Power [W]
16.7.2022,00:14.9,3464.8,3489.7,3489.7,3390,3489.7,3179.4,91,93,86,95,91,9,7,14,5,9,94,95,96,96,70,38.608
16.7.2022,00:17.0,3440.7,3390.9,3390.9,3490.6,3490.6,2802.5,75,77,76,77,71,25,23,24,23,29,77,77,84,84,70,35.525
16.7.2022,00:19.1,3792.6,3792.6,3692.8,3892.4,3792.6,3088.8,92,95,86,91,95,8,5,14,9,5,95,95,96,96,71,36.952
16.7.2022,00:21.6,3440.7,3390.9,3390.9,3390.9,3590.3,3169.9,93,95,87,95,94,7,5,13,5,6,95,95,94,94,71,37.37
16.7.2022,00:23.7,3716.8,3991.2,3891.4,3492.3,3492.3,3147,89,91,87,94,83,11,9,13,6,17,95,94,96,96,72,37.776
16.7.2022,00:26.2,3416.6,3391.7,3491.5,3391.7,3391.7,3083.1,92,95,86,95,91,8,5,14,5,9,95,95,95,95,71,36.53
16.7.2022,00:28.8,3517.2,3492.3,3492.3,3492.3,3592.1,3289.1,92,95,87,95,91,8,5,13,5,9,95,95,95,95,70,37.435
16.7.2022,00:31.2,3416.6,3391.7,3391.7,3491.5,3391.7,3335.5,92,94,87,94,93,8,6,13,6,7,95,94,95,95,69,37.79
16.7.2022,00:33.4,3815.7,3890.5,3990.2,3691,3691,3146.9,90,84,89,95,90,11,16,11,5,10,91,95,96,96,71,37.797
16.7.2022,00:35.8,3390.9,3390.9,3390.9,3390.9,3390.9,3349.3,93,96,88,95,93,7,4,12,5,7,96,96,96,96,70,37.382
16.7.2022,00:38.0,3441.6,3391.7,3391.7,3391.7,3591.2,3380.8,92,92,88,95,93,8,8,12,5,7,96,95,96,96,70,37.71
16.7.2022,00:40.1,3492.3,3492.3,3492.3,3492.3,3492.3,2151.9,82,83,82,83,81,18,17,18,17,19,83,83,85,85,71,31.299
16.7.2022,00:42.1,3292.7,3292.7,3292.7,3292.7,3292.7,1217.3,76,75,76,78,74,24,25,24,22,26,78,78,81,81,71,24.74
16.7.2022,00:44.2,3391.7,3391.7,3391.7,3391.7,3391.7,1601.1,73,73,74,71,74,27,27,26,29,26,76,74,82,82,70,30.492
16.7.2022,00:46.3,3291.9,3291.9,3291.9,3291.9,3291.9,1174,74,74,77,73,73,26,26,23,27,27,77,77,82,82,69,24.546
16.7.2022,00:48.4,3390,3390,3390,3390,3390,974.7,72,71,74,71,72,28,29,26,29,28,74,74,77,77,68,20.865
16.7.2022,00:50.4,3291.9,3291.9,3291.9,3291.9,3291.9,1135,72,73,74,71,71,28,27,26,29,29,75,74,77,77,67,22.269
16.7.2022,00:52.5,3217.1,3192.2,3291.9,3192.2,3192.2,1221.1,71,72,74,69,70,29,28,26,31,30,74,74,76,76,68,22.266
16.7.2022,00:55.1,3537.9,3587.7,3488,3587.7,3488,1797.1,92,93,88,94,94,8,7,12,6,6,95,94,95,95,69,25.707
16.7.2022,00:57.1,3415.8,3490.6,3390.9,3390.9,3390.9,3269.9,77,76,80,75,77,23,24,20,25,23,80,80,83,83,72,37.612
16.7.2022,00:59.2,3490.6,3490.6,3490.6,3490.6,3490.6,1194.9,79,76,77,81,81,21,24,23,19,19,81,81,83,83,70,24.981
16.7.2022,01:01.3,3290.3,3290.3,3290.3,3290.3,3290.3,1220,77,77,77,79,74,23,23,23,21,26,79,79,79,79,69,25.407
16.7.2022,01:03.3,3891.4,3891.4,3891.4,3891.4,3891.4,1169.1,76,82,76,72,74,24,18,24,28,26,82,82,84,84,70,24.081
16.7.2022,01:05.4,3915.4,3890.5,3890.5,3990.2,3890.5,1526.2,82,88,82,80,78,18,12,18,20,22,88,88,87,87,71,32.725
16.7.2022,01:07.5,3391.7,3391.7,3391.7,3391.7,3391.7,1119.3,72,71,72,68,77,28,29,28,32,23,77,77,77,77,69,23.537
16.7.2022,01:09.5,3292.7,3292.7,3292.7,3292.7,3292.7,1018.1,73,72,74,73,71,28,28,26,27,29,74,74,78,78,68,22.397
16.7.2022,01:11.6,3291.9,3291.9,3291.9,3291.9,3291.9,1082.5,71,69,74,70,69,30,31,26,30,31,74,74,76,76,68,22.205
16.7.2022,01:13.7,3291.1,3291.1,3291.1,3291.1,3291.1,976.4,69,69,70,70,68,31,31,30,30,32,72,70,76,76,67,20.035
16.7.2022,01:15.8,3190.6,3190.6,3190.6,3190.6,3190.6,1052.3,71,70,72,70,72,29,30,28,30,28,73,72,75,75,67,21.176
16.7.2022,01:17.9,3293.6,3293.6,3293.6,3293.6,3293.6,962,71,73,71,70,68,30,27,29,30,32,73,73,75,75,67,20.912
16.7.2022,01:19.9,3392.5,3392.5,3392.5,3392.5,3392.5,1003,71,70,72,70,72,29,30,28,30,28,72,72,76,76,69,20.309
16.7.2022,01:22.0,3192.2,3192.2,3192.2,3192.2,3192.2,980.4,69,68,71,66,69,32,32,29,34,31,71,71,76,76,66,20.882
16.7.2022,01:24.1,3291.9,3291.9,3291.9,3291.9,3291.9,1234.3,71,70,73,67,73,29,30,27,33,27,73,73,76,76,68,24.32
16.7.2022,01:26.1,3217.9,3292.7,3193,3193,3193,987.8,70,71,70,67,71,30,29,30,33,29,71,71,75,75,67,20.96
16.7.2022,01:28.3,3518.1,3593,3493.2,3493.2,3493.2,3139,92,94,87,95,91,8,6,13,5,9,95,95,95,95,69,37.712
16.7.2022,01:30.7,3492.3,3592.1,3492.3,3492.3,3392.5,2952.9,92,94,87,95,92,8,6,13,5,8,95,95,95,95,68,36.133
16.7.2022,01:33.1,3518.1,3393.4,3493.2,3593,3593,3400,92,94,87,95,91,8,6,13,5,9,95,95,95,95,69,38.152
16.7.2022,01:35.5,3565.4,3490.6,3690,3590.3,3490.6,3405.3,92,93,87,95,92,8,7,13,5,8,95,95,94,94,69,38.057
16.7.2022,01:37.9,3467.4,3492.3,3492.3,3392.5,3492.3,3407.5,91,91,88,95,91,9,9,12,5,9,95,95,95,95,69,37.944
16.7.2022,01:40.1,3490.6,3690,3490.6,3490.6,3291.1,3419.6,93,94,89,95,93,7,6,11,5,7,95,95,96,96,69,38.205
16.7.2022,01:43.4,3441.6,3391.7,3491.5,3391.7,3491.5,3259.6,92,93,87,95,93,8,7,13,5,7,95,95,95,95,69,38.004
16.7.2022,01:46.0,3390.9,3390.9,3390.9,3390.9,3390.9,3389,92,94,86,95,91,9,6,14,5,9,96,95,95,95,69,37.972
16.7.2022,01:49.2,3464.8,3489.7,3589.5,3290.3,3489.7,3386.6,91,93,86,95,90,9,7,14,5,10,94,95,95,95,69,38.189
16.7.2022,01:51.7,3365.1,3390,3390,3390,3290.3,3354.4,90,90,85,95,91,10,10,15,5,9,95,95,95,95,70,37.726
16.7.2022,01:53.9,3392.5,3292.7,3492.3,3292.7,3492.3,2959.9,91,92,86,95,91,9,8,14,5,9,96,95,94,94,70,37.645
16.7.2022,01:56.4,3491.5,3491.5,3491.5,3491.5,3491.5,3369,91,92,84,95,92,9,8,16,5,8,94,95,94,94,68,37.329
16.7.2022,01:58.7,3365.1,3489.7,3290.3,3290.3,3390,3385.1,90,90,83,95,93,10,10,17,5,7,95,95,95,95,70,37.789
16.7.2022,02:01.2,3441.6,3291.9,3391.7,3591.2,3491.5,3350.3,90,92,83,94,92,10,8,17,6,8,96,94,95,95,71,37.376
16.7.2022,02:03.8,3464.8,3390,3489.7,3489.7,3489.7,3393.1,91,89,87,95,93,9,11,13,5,7,95,95,95,95,70,37.18
16.7.2022,02:06.0,3518.1,3393.4,3393.4,3493.2,3792.6,3386.8,91,92,87,94,92,9,8,13,6,8,94,94,96,96,71,37.191
16.7.2022,02:08.3,3419.1,3494,3194.5,3593.8,3394.2,3040.6,91,91,84,94,94,9,9,16,6,6,95,94,95,95,70,37.519
16.7.2022,02:10.6,3516.4,3591.2,3491.5,3491.5,3491.5,2972.7,93,94,90,95,93,7,6,10,5,7,94,95,92,92,69,37.188
16.7.2022,02:12.7,3390.9,3390.9,3390.9,3390.9,3390.9,1141.4,72,79,72,69,68,28,21,28,31,32,79,79,79,79,69,25.59
16.7.2022,02:14.8,3691.9,3691.9,3691.9,3691.9,3691.9,765.1,74,72,73,82,70,26,28,27,18,30,82,82,82,82,69,21.362
16.7.2022,02:16.8,3739,3689.2,3689.2,3788.9,3788.9,817,74,83,74,69,70,26,17,26,31,30,83,83,85,85,69,22.858
16.7.2022,02:18.9,3666.9,3691.9,3691.9,3691.9,3592.1,780.5,75,71,78,74,75,26,29,22,26,25,78,78,81,81,69,22.166
16.7.2022,02:21.0,3691,3691,3691,3691,3691,820.4,75,74,74,82,71,25,26,26,18,29,82,82,87,87,69,23.14
16.7.2022,02:23.2,3765.8,3790.7,3790.7,3790.7,3691,1103.4,92,92,87,95,94,8,8,13,5,6,96,95,95,95,68,24.276
16.7.2022,02:25.5,3613.5,3488.9,3488.9,3688.3,3788,2819.8,91,92,86,93,92,9,8,14,7,8,95,93,96,96,69,34.965
16.7.2022,02:27.9,3440.7,3291.1,3490.6,3490.6,3490.6,3375.4,92,92,87,95,93,8,8,13,5,7,94,95,95,95,68,37.815
16.7.2022,02:30.6,3466.5,3391.7,3391.7,3491.5,3591.2,3399.7,92,93,87,95,93,8,7,13,5,7,94,95,95,95,69,37.602
16.7.2022,02:33.1,3443.3,3493.2,3493.2,3393.4,3393.4,3415.6,91,93,87,94,91,9,7,13,6,9,95,94,95,95,69,37.59
16.7.2022,02:35.8,3417.5,3392.5,3492.3,3392.5,3392.5,3368.3,92,92,88,95,91,9,8,12,5,9,95,95,96,96,70,36.921
16.7.2022,02:38.2,3463.1,3488,3488,3488,3388.4,3365.1,92,94,88,95,92,8,6,12,5,8,95,95,95,95,70,37.218
16.7.2022,02:40.2,3291.1,3291.1,3291.1,3291.1,3291.1,1643.1,74,73,76,73,72,27,27,24,27,28,76,76,77,77,69,27.106
16.7.2022,02:42.3,3393.4,3393.4,3393.4,3393.4,3393.4,1454.9,74,79,72,72,71,27,21,28,28,29,79,79,80,80,69,26.803
16.7.2022,02:44.4,3092.4,3092.4,3092.4,3092.4,3092.4,1663,80,81,78,81,79,20,19,22,19,21,81,81,83,83,70,27.983
16.7.2022,02:46.9,3540.5,3690,3490.6,3490.6,3490.6,1361.8,92,92,87,95,93,8,8,13,5,7,95,95,96,96,70,22.577
16.7.2022,02:49.0,3290.3,3290.3,3290.3,3290.3,3290.3,2283.8,73,73,77,72,71,27,27,23,28,29,76,77,80,80,68,32.049
16.7.2022,02:51.0,3291.9,3291.9,3291.9,3291.9,3291.9,997,72,76,72,68,72,28,24,28,32,28,76,76,77,77,69,21.366
16.7.2022,02:53.1,3190.6,3190.6,3190.6,3190.6,3190.6,952.3,71,72,72,73,68,29,28,28,27,32,72,73,74,74,67,20.554
16.7.2022,02:55.2,3241.3,3191.4,3191.4,3291.1,3291.1,1516.2,76,76,78,72,78,24,24,22,28,22,78,78,81,81,70,28.193
16.7.2022,02:57.4,3441.6,3391.7,3391.7,3491.5,3491.5,1879.4,91,94,87,94,90,9,6,13,6,10,95,94,95,95,68,27.236
16.7.2022,02:59.4,3566.3,3591.2,3491.5,3491.5,3691,3297,91,90,86,95,92,9,10,14,5,8,95,95,96,96,69,38.595
16.7.2022,03:01.5,3443.3,3393.4,3393.4,3393.4,3593,963.7,75,73,72,81,72,26,27,28,19,28,81,81,80,80,68,23.139
16.7.2022,03:03.6,3390.9,3390.9,3390.9,3390.9,3390.9,899,72,71,74,73,68,29,29,26,27,32,74,74,76,76,69,22.188
16.7.2022,03:05.8,3592.1,3492.3,3592.1,3592.1,3691.9,3265.5,92,94,87,93,93,8,6,13,7,7,95,94,95,95,70,38.17
16.7.2022,03:07.9,3392.5,3392.5,3392.5,3392.5,3392.5,3231.5,84,85,83,85,82,16,15,17,15,18,86,85,87,87,71,37.363
16.7.2022,03:10.0,3740.8,3790.7,3790.7,3691,3691,3061.5,93,96,85,97,93,7,4,15,3,7,96,97,96,96,71,38.25
16.7.2022,03:12.1,3415.8,3291.1,3390.9,3390.9,3590.3,2810.8,92,94,87,94,92,8,6,13,6,8,95,94,95,95,70,34.76
16.7.2022,03:14.2,3739.9,3590.3,3590.3,3789.8,3989.2,2091.3,88,85,88,87,93,12,15,12,13,7,95,93,96,96,71,34.194
16.7.2022,03:16.3,3464.8,3390,3489.7,3489.7,3489.7,1124.8,78,78,77,81,77,22,22,23,19,23,81,81,82,82,68,25.315
16.7.2022,03:18.4,3713.2,3788,3887.6,3588.6,3588.6,1272.4,90,82,89,93,94,11,18,11,7,6,83,94,95,95,68,23.882
16.7.2022,03:20.5,3441.6,3491.5,3391.7,3391.7,3491.5,2238.4,89,86,86,96,87,11,14,14,4,13,96,96,96,96,70,33.424
16.7.2022,03:22.7,3690,3490.6,3590.3,3789.8,3889.5,2042.9,92,91,86,95,94,9,9,14,5,6,95,95,95,95,69,32.708
16.7.2022,03:24.8,3917.3,3892.4,3992.2,3892.4,3892.4,2969.8,91,94,91,83,95,9,6,9,17,5,94,95,96,96,73,37.71
16.7.2022,03:26.9,3390.9,3390.9,3390.9,3390.9,3390.9,2953.5,81,82,83,81,78,19,18,17,19,22,83,83,85,85,72,37.569
16.7.2022,03:29.3,3440.7,3490.6,3490.6,3490.6,3291.1,1794.3,92,93,87,95,92,8,7,13,5,8,95,95,95,95,70,25.801
16.7.2022,03:31.6,3591.2,3491.5,3491.5,3691,3691,2088,92,95,87,94,92,8,5,13,6,8,96,95,95,95,70,32.089
16.7.2022,03:35.0,3419.1,3494,3394.2,3494,3294.4,3398.9,91,92,85,95,90,10,8,15,5,10,94,95,95,95,70,38.341
16.7.2022,03:37.6,3444.1,3294.4,3494,3494,3494,3374.9,92,93,87,95,92,8,7,13,5,8,95,95,94,94,69,37.687
16.7.2022,03:40.0,3467.4,3492.3,3392.5,3392.5,3592.1,3406.6,92,94,87,95,91,8,6,13,5,9,95,95,95,95,70,37.797
16.7.2022,03:42.1,2993.4,2993.4,2993.4,2993.4,2993.4,2766.1,76,76,77,77,72,25,24,23,23,28,77,77,78,78,70,37.516
16.7.2022,03:44.2,3690,3690,3789.8,3690,3590.3,2595.8,96,97,94,96,96,4,3,6,4,4,97,97,94,94,72,34.807
16.7.2022,03:47.6,3542.2,3492.3,3691.9,3492.3,3492.3,3003.3,91,91,86,95,92,9,9,14,5,8,94,95,96,96,69,37.708
16.7.2022,03:49.7,3341.8,3491.5,3491.5,3192.2,3192.2,3390.3,94,96,89,96,93,7,4,11,4,7,96,96,94,94,70,37.239
16.7.2022,03:51.8,3193.8,3193.8,3193.8,3193.8,3193.8,1211.2,72,74,73,70,70,28,26,27,30,30,74,74,76,76,68,22.438
16.7.2022,03:53.9,3416.6,3391.7,3391.7,3391.7,3491.5,3063,91,92,85,95,93,9,8,15,5,7,95,95,95,95,72,37.983
16.7.2022,03:56.1,3442.4,3392.5,3392.5,3492.3,3492.3,2476.1,92,92,87,94,94,8,8,13,6,6,96,94,95,95,72,36.242
16.7.2022,03:58.2,3341.8,3391.7,3391.7,3291.9,3291.9,1490.7,74,73,76,74,73,26,27,24,26,27,76,76,79,79,71,27.368
16.7.2022,04:00.2,3168,3093.2,3193,3193,3193,2517.4,77,80,77,77,74,23,20,23,23,26,80,80,83,83,70,34.359
16.7.2022,04:02.6,3318.5,3393.4,3293.6,3293.6,3293.6,1899.8,91,93,86,95,91,9,7,14,5,9,95,95,95,95,71,26.934
16.7.2022,04:04.7,3066.7,2991.9,3091.7,3091.7,3091.7,1769,71,73,73,70,69,29,27,27,30,31,73,73,77,77,67,29.999
16.7.2022,04:06.8,3666,3691,3790.7,3591.2,3591.2,2401.8,92,92,91,89,95,8,8,9,11,5,94,95,95,95,72,33.327
16.7.2022,04:08.9,3091.7,3091.7,3091.7,3091.7,3091.7,1599.4,72,74,73,69,70,29,26,27,31,30,74,74,75,75,69,30.322
16.7.2022,04:11.2,3488.9,3488.9,3488.9,3488.9,3488.9,1912.8,92,94,88,95,92,8,6,12,5,8,95,95,96,95,70,27.432
16.7.2022,04:13.2,3992.2,3992.2,3992.2,3992.2,3992.2,2991.3,88,87,85,93,85,13,13,15,7,15,92,93,95,95,73,38.39
16.7.2022,04:15.4,3492.3,3492.3,3492.3,3492.3,3492.3,3332.6,91,92,84,95,92,9,8,16,5,8,95,95,96,96,70,37.932
16.7.2022,04:17.8,3367.6,3193,3492.3,3392.5,3392.5,3384.6,91,90,88,95,92,9,10,12,5,8,95,95,95,95,71,37.589
16.7.2022,04:19.9,3641.1,3391.7,3790.7,3790.7,3591.2,3338.4,88,93,84,88,85,13,7,16,12,15,93,93,98,98,70,37.583
16.7.2022,04:22.0,3467.4,3193,3492.3,3691.9,3492.3,1896.3,89,92,82,91,92,11,8,18,9,8,96,92,95,96,71,30.716
16.7.2022,04:24.5,3467.4,3392.5,3492.3,3492.3,3492.3,2910.8,91,91,86,95,93,9,9,14,5,7,95,95,95,95,70,38.213
16.7.2022,04:26.6,3489.7,3489.7,3489.7,3489.7,3489.7,3170,86,85,84,90,84,14,15,16,10,16,89,90,89,89,72,37.25
16.7.2022,04:28.8,3516.4,3491.5,3591.2,3491.5,3491.5,2281.4,91,92,87,92,92,9,8,13,8,8,95,92,95,95,70,33.513
16.7.2022,04:30.9,3093.2,3093.2,3093.2,3093.2,3093.2,3027.8,81,80,82,83,78,19,20,18,17,22,82,83,83,83,72,37.185
16.7.2022,04:33.1,3341.8,3391.7,3391.7,3291.9,3291.9,3078.1,91,91,86,95,93,9,9,14,5,7,96,95,94,94,70,35.867
16.7.2022,04:35.2,3489.7,3489.7,3689.2,3390,3390,3304.8,91,93,87,90,92,10,7,13,10,8,94,93,94,94,70,37.233
16.7.2022,04:37.5,3416.6,3391.7,3291.9,3591.2,3391.7,3134.5,90,92,86,93,89,10,8,14,7,11,95,93,94,94,72,37.43
16.7.2022,04:39.9,3420,3395,3395,3494.9,3395,3305.6,91,93,84,94,93,9,7,16,6,7,95,94,95,95,70,37.031
16.7.2022,04:42.2,3418.3,3493.2,3493.2,3293.6,3393.4,3370.5,92,93,88,96,92,8,7,12,4,8,94,96,94,94,70,37.28
16.7.2022,04:44.6,3469.1,3494,3593.8,3394.2,3394.2,3294.3,92,95,87,95,91,8,5,13,5,9,95,95,95,95,70,37.478
16.7.2022,04:47.0,3393.4,3393.4,3293.6,3393.4,3493.2,3339.4,93,94,88,95,93,8,6,12,5,7,95,95,95,95,70,36.931
16.7.2022,04:49.1,3715.9,3790.7,3790.7,3591.2,3691,3240.7,90,92,84,95,88,10,8,16,5,12,92,95,94,94,72,37.453
16.7.2022,04:52.2,3341,3191.4,3390.9,3390.9,3390.9,2958.8,91,90,86,95,92,9,10,14,5,8,95,95,95,95,70,37.802
16.7.2022,04:54.5,3442.4,3392.5,3492.3,3492.3,3392.5,3307.4,91,94,85,94,91,9,6,15,6,9,95,94,95,95,69,36.519
16.7.2022,04:56.5,3915.4,3990.2,3890.5,3890.5,3890.5,3039.2,91,94,91,93,86,9,6,9,7,14,95,94,97,97,72,37.762
16.7.2022,04:58.9,3416.6,3291.9,3591.2,3491.5,3291.9,3303.9,92,91,87,95,94,8,9,13,5,6,95,95,95,95,71,36.839
16.7.2022,05:01.0,3341.8,3391.7,3391.7,3291.9,3291.9,2638.1,89,85,85,91,95,11,15,15,9,5,96,95,94,94,73,37.314
16.7.2022,05:03.1,3641.1,3691,3591.2,3691,3591.2,2538.9,91,90,88,94,93,9,10,12,6,7,95,94,96,96,72,35.128
16.7.2022,05:05.1,3390.9,3390.9,3390.9,3390.9,3390.9,2171.6,76,75,76,79,73,24,25,24,21,27,79,79,83,83,71,34.853
16.7.2022,05:07.2,3418.3,3493.2,3593,3193.8,3393.4,1924,95,98,88,99,94,5,2,12,1,6,99,99,95,95,73,31.237
16.7.2022,05:09.3,3392.5,3392.5,3392.5,3392.5,3392.5,1326.8,80,80,80,80,80,20,20,20,20,20,80,80,83,83,72,27.63
16.7.2022,05:11.4,3591.2,3491.5,3491.5,3691,3691,1408.3,84,83,82,85,84,17,17,18,15,16,84,85,91,91,71,27.008
16.7.2022,05:13.5,3515.5,3291.1,3490.6,3390.9,3889.5,2658.3,91,96,87,88,91,10,4,13,12,9,96,96,96,96,71,37.264
16.7.2022,05:15.6,3291.9,3391.7,3391.7,3192.2,3192.2,1193.6,75,76,76,73,73,26,24,24,27,27,76,76,79,79,75,26.14
16.7.2022,05:17.7,3316.1,3291.1,3291.1,3390.9,3291.1,1602,74,74,77,71,74,26,26,23,29,26,77,77,80,80,72,30.863
16.7.2022,05:19.8,3290.3,3290.3,3290.3,3290.3,3290.3,995.9,73,73,75,75,70,27,27,25,25,30,75,75,79,79,69,21.022
16.7.2022,05:21.9,3592.1,3592.1,3592.1,3592.1,3592.1,2544.4,90,90,89,86,94,10,10,11,14,6,94,94,96,96,73,34.444
16.7.2022,05:24.0,3267,3291.9,3391.7,3192.2,3192.2,1976.3,91,92,85,96,91,9,8,15,4,9,95,96,95,95,72,30.777
16.7.2022,05:26.0,3342.6,3392.5,3392.5,3292.7,3292.7,1447.7,72,71,76,68,71,29,29,24,32,29,77,76,76,76,71,27.034
16.7.2022,05:28.2,3415,3290.3,3489.7,3390,3489.7,2821.5,91,91,85,95,93,9,9,15,5,7,94,95,95,95,71,37.581
16.7.2022,05:30.3,3291.1,3390.9,3291.1,3291.1,3191.4,1725.9,74,74,75,77,71,26,26,25,23,29,77,77,81,81,71,29.347
16.7.2022,05:32.6,3464.8,3589.5,3489.7,3489.7,3290.3,1340.4,91,90,86,95,92,9,10,14,5,8,95,95,95,95,71,24.688
16.7.2022,05:34.7,3192.2,3192.2,3192.2,3192.2,3192.2,1599.7,74,73,74,76,72,26,27,26,24,28,76,76,81,81,70,28.437
16.7.2022,05:36.8,3392.5,3392.5,3392.5,3392.5,3392.5,1143.1,75,79,77,72,70,26,21,23,28,30,79,79,79,79,72,22.97
16.7.2022,05:38.9,3391.7,3391.7,3391.7,3391.7,3391.7,987.1,74,72,75,76,73,26,28,25,24,27,75,76,85,85,68,22.92
16.7.2022,05:41.0,3291.9,3192.2,3391.7,3291.9,3291.9,3019.4,90,92,84,95,87,11,8,16,5,13,95,95,95,95,72,39.512
16.7.2022,05:43.1,3342.6,3392.5,3392.5,3292.7,3292.7,1293.9,73,71,75,73,71,28,29,25,27,29,75,75,76,76,71,26.252
16.7.2022,05:45.2,3291.1,3291.1,3291.1,3291.1,3291.1,2349.3,81,81,81,81,82,19,19,19,19,18,83,82,87,87,73,37.523
16.7.2022,05:47.2,3792.6,3792.6,3792.6,3792.6,3792.6,2140.2,87,87,83,92,85,13,13,17,8,15,92,92,93,93,75,37.292
16.7.2022,05:49.3,3192.2,3192.2,3192.2,3192.2,3192.2,2082.3,77,78,79,76,76,23,22,21,24,24,79,79,83,83,72,31.472
16.7.2022,05:51.4,3467.4,3392.5,3392.5,3392.5,3691.9,1725.5,91,91,86,95,92,9,9,14,5,8,95,95,95,95,71,28.57
16.7.2022,05:53.5,3093.2,3093.2,3093.2,3093.2,3093.2,1622.1,73,72,76,70,72,28,28,24,30,28,76,76,78,78,71,29.602
16.7.2022,05:55.9,3416.6,3391.7,3391.7,3391.7,3491.5,1573.2,91,91,85,95,93,9,9,15,5,7,95,95,94,94,71,26.386
16.7.2022,05:58.6,3439.1,3488.9,3488.9,3389.2,3389.2,2957,92,91,89,95,92,8,9,11,5,8,94,95,94,94,69,35.579
16.7.2022,06:00.7,3365.9,3390.9,3390.9,3390.9,3291.1,3241,95,97,92,93,96,6,3,8,7,4,97,97,94,94,71,37.758
16.7.2022,06:02.8,3566.3,3491.5,3391.7,3691,3691,3196.5,90,92,85,94,89,10,8,15,6,11,95,94,96,96,70,37.497
16.7.2022,06:05.2,3419.1,3294.4,3294.4,3593.8,3494,2695.7,91,91,85,91,95,10,9,15,9,5,95,95,95,95,71,34.922
16.7.2022,06:07.3,3244.4,3294.4,3294.4,3194.5,3194.5,1952.4,73,78,73,73,69,27,22,27,27,31,78,78,79,79,70,31.765
16.7.2022,06:09.4,3392.5,3392.5,3392.5,3392.5,3392.5,2905.3,79,79,80,79,78,21,21,20,21,22,80,80,85,85,70,36.34
16.7.2022,06:11.4,3216.3,3191.4,3191.4,3191.4,3291.1,1394.7,72,71,74,75,69,28,29,26,25,31,74,75,79,79,69,25.302
16.7.2022,06:13.7,3414.1,3389.2,3488.9,3488.9,3289.5,3231,91,93,85,92,92,10,7,15,8,8,94,93,95,95,69,37.694
16.7.2022,06:15.8,3366.8,3291.9,3391.7,3391.7,3391.7,3343,89,92,86,95,84,11,8,14,5,16,96,95,95,95,70,37.2
16.7.2022,06:17.9,3091.7,3091.7,3091.7,3091.7,3091.7,2625.2,72,71,75,73,69,28,29,25,27,31,75,75,79,79,69,33.213
16.7.2022,06:20.9,3417.5,3392.5,3392.5,3392.5,3492.3,3124.4,92,92,86,95,95,8,8,14,5,5,95,95,95,95,70,36.165
16.7.2022,06:23.1,3641.1,3491.5,3691,3691,3691,3330.1,93,92,90,95,95,7,8,10,5,5,95,95,97,97,71,37.064
16.7.2022,06:25.2,3565.4,3789.8,3490.6,3490.6,3490.6,3291.8,92,93,87,95,94,8,7,13,5,6,93,95,95,95,71,37.286
16.7.2022,06:27.3,3291.9,3291.9,3291.9,3291.9,3291.9,2031.1,73,73,75,72,72,27,27,25,28,28,75,75,78,78,68,28.358
16.7.2022,06:29.4,3466.5,3391.7,3491.5,3491.5,3491.5,2980,92,93,88,95,91,8,7,12,5,9,95,95,95,95,70,35.844
16.7.2022,06:31.6,3517.2,3492.3,3492.3,3492.3,3592.1,1447.6,92,92,90,93,93,8,8,10,7,7,95,93,96,96,67,26.323
16.7.2022,06:33.7,3891.4,3991.2,3891.4,3891.4,3791.6,2948,92,92,88,94,93,8,8,12,6,7,92,94,97,97,71,37.647
16.7.2022,06:35.8,3217.1,3291.9,3192.2,3192.2,3192.2,1490.8,72,71,74,68,76,28,29,26,32,24,76,76,76,76,67,25.792
16.7.2022,06:37.9,3940.4,3890.5,3890.5,3990.2,3990.2,2852.3,90,92,82,90,94,11,8,18,10,6,92,94,97,97,70,36.652
16.7.2022,06:40.0,3318.5,3293.6,3293.6,3293.6,3393.4,1115.3,73,73,75,73,69,28,27,25,27,31,75,75,78,78,68,24.232
16.7.2022,06:42.4,3417.5,3292.7,3392.5,3492.3,3492.3,2981.2,91,91,87,95,92,9,9,13,5,8,95,95,95,95,69,34.685
16.7.2022,06:44.6,3592.1,3592.1,3592.1,3592.1,3592.1,3350.9,91,94,89,92,90,9,6,11,8,10,94,94,96,96,69,37.089
16.7.2022,06:46.7,3291.9,3291.9,3291.9,3291.9,3291.9,3314.2,92,94,87,95,91,8,6,13,5,9,95,95,95,95,69,36.718
16.7.2022,06:49.0,3339.4,3488.9,3289.5,3289.5,3289.5,3332.1,91,93,85,95,90,9,7,15,5,10,95,95,95,95,71,37.231
16.7.2022,06:51.8,3441.6,3291.9,3591.2,3491.5,3391.7,2071,92,91,90,95,92,8,9,10,5,8,95,95,95,95,70,28.388
16.7.2022,06:54.2,3339.4,3289.5,3488.9,3289.5,3289.5,2717.2,92,94,88,96,91,8,6,12,4,9,96,96,95,95,70,36.382
16.7.2022,06:56.4,3293.6,3193.8,3193.8,3393.4,3393.4,3378.5,90,91,83,94,91,10,9,17,6,9,95,94,96,96,69,37.531
